,TACSTD2_log2FPKMp1,StromalScore,ImmuneScore,ESTIMATEScore,TumorPurity,ESTIMATE_ImmuneScore,CYT,CD8A,GEP18,xCell_CD8,xCell_CD8_raw_ssgsea,xCell_CD8_Tcm,xCell_CD8_Tem,xCell_CD8_naive_T-cells
durva001,4.230203013366421,2050.7278944378713,7511.360847702175,9562.088742140048,,7511.360847702175,5.726065021795938,5.383877059978108,1.1072277313402643,0.3358191894758823,3118.2938226664482,0.12083299820719133,0.31363088771943404,1.7057886374873555e-25
durva003,7.6120428110206895,2882.0674445075965,3389.8212406875036,6271.8886851951,0.04515326261548938,3389.8212406875036,1.8422978485802992,1.8261925362366016,-0.5156361200500901,6.025308567961739e-41,581.8031133909626,3.503246160812043e-46,0.022354402372169402,0.009390367386376703
durva006,7.083043128701803,-1094.844923062052,3742.4185569410934,2647.573633879041,0.5456596071285091,3742.4185569410934,2.7972177829311926,2.2488384016402487,-0.7112674671089669,2.1832392631531514e-25,824.9197584870824,3.6273688142061894e-25,0.0017957715294029146,3.1133924208335146e-22
durva007,1.1342209397606338,-1616.8796791350119,5912.268090981971,4295.38841184696,0.32904863731109724,5912.268090981971,2.6121075789839536,1.9068905956085185,-0.7089545797127981,0.13498626861287705,2694.3627125195662,0.03626767462805004,0.11966520855879319,0.024361704316128
durva008,5.88774458270931,3377.7988751691246,5143.342959447845,8521.14183461697,,5143.342959447845,3.294229749786626,3.3188952496983046,0.11690335803369828,0.0011054678088409154,1177.0167841772952,0.005939178775671434,9.435085968430308e-28,3.143917179215208e-20
durva009,3.8495990111514518,4278.740718472594,6877.2291951155585,11155.969913588153,,6877.2291951155585,4.421159429186297,4.97769206320873,1.12170878036531,0.38334397896713845,2598.061657917866,0.27320881329123936,0.24416190116196945,0.008612862696052557
durva012,4.815575428862573,2940.0855957617237,6006.521066902693,8946.606662664417,,6006.521066902693,3.218825707544652,4.438425935389111,0.07288412313323686,0.16793106876796873,2418.3338492530934,0.0867763191669024,0.1480195122478756,1.1066465875414966e-26
durva017,7.302456147992687,3071.4289077239564,3733.31744114138,6804.746348865337,,3733.31744114138,2.519552742670915,2.885574364371426,-0.40378936357015704,0.015462007526443817,882.0371176971761,0.08367523169475238,6.59971487553697e-09,0.020341760714569182
durva018,5.261982056984317,2692.9690950196496,5850.473726088243,8543.442821107892,,5850.473726088243,4.141878248618056,2.9126498648972037,-0.11548398543733181,0.024091471019115046,1185.6161214539636,0.022254924815065975,3.2626522339992623e-55,3.585038337205685e-24
durva021,8.148502003893345,521.1894153646558,769.9875321818803,1291.1769475465362,0.7006294804307455,769.9875321818803,1.8274677239814714,1.0517201164473275,-1.6601398564374805,1.4116078844668078e-24,51.57489931764072,3.564847920737551e-24,1.7023993613674678e-22,0.010257284113841204
